target midpoint
2,25 1,821354
2,25 1,770366
2,25 1,967641
2,25 2,048406
2,25 2,00273
2,25 2,154787
2,25 2,004027
2,25 2,04106
2,25 2,104867
2,25 2,234362
2,25 2,234362
2,25 2,234362
2,25 2,234362
2,25 2,234362
2,25 2,234362
2,25 2,234362
2,25 2,234362
2,25 1,915348
2,25 1,682525
2,25 2,208551
2,25 2,208551
2,25 1,912015
2,25 2,13214
2,25 2,092136
2,25 2,043895
2,25 1,808698
2,25 1,808698
2,25 1,969827
2,25 2,006247
2,25 2,405602
2,25 2,405602
2,25 1,648514

4,25 2,605744
4,25 2,370343
4,25 2,769127
4,25 2,768809
4,25 2,493397
4,25 2,493397
4,25 2,759514
4,25 2,476624
4,25 2,476384
4,25 2,906906
4,25 2,414197
4,25 2,413974
4,25 2,480726
4,25 2,276001
4,25 2,625159
4,25 2,463732
4,25 2,37834
4,25 2,37834
4,25 3,019345
4,25 3,11187
4,25 3,111425
4,25 3,111425
4,25 3,066047
4,25 3,289469
4,25 2,873916
4,25 2,873916
4,25 2,550231
4,25 2,52937
4,25 3,168163
4,25 2,694667
4,25 2,443287
4,25 2,509756
4,25 2,441735
4,25 2,311767
4,25 2,766317
4,25 2,821698
4,25 2,627712
4,25 3,222523
4,25 3,233992
4,25 2,836507
4,25 3,416853
4,25 3,683627

8,25 4,978768
8,25 5,080955
8,25 7,7747
8,25 6,182207
8,25 9,123633
8,25 5,60569
8,25 5,663201
8,25 5,660059
8,25 5,5782
8,25 5,572729
8,25 5,572729
8,25 8,557752
8,25 8,568745
8,25 7,90655
8,25 6,886372
8,25 4,850135
8,25 4,679283
8,25 4,679283
8,25 6,156434
8,25 5,058009
8,25 5,058009

